course_id,course_name,credits,hours,course_type,department,teachers,TAs
AI310,人工智能创新与实践,2.0,32,通识选修,人工智能学院,,张婷婷、王静、郭倩、卢秀梅、郭倩、王秀梅、方梅、方帅、卢秀梅、王秀梅、王秀梅、张婷婷、文淑英、王静、方帅、张婷婷、方帅、方梅、王秀梅、文淑英、王秀梅、张婷婷、方梅、王静、王静、方帅、方帅、文淑英、方梅、王秀梅、王秀梅、卢秀梅、王静、王秀梅、郭倩、王秀梅、王秀梅、卢秀梅、方梅、王静、方梅、张婷婷、张婷婷、卢秀梅、卢秀梅、张婷婷、王静、文淑英、卢秀梅、王静、王秀梅、文淑英、王秀梅、方帅、郭倩、方梅
AI401,模式识别,2.0,32,专业必修,人工智能学院,,文淑英、方帅、文淑英、郭倩、王静、方梅、方梅、张婷婷、王秀梅、方梅、张婷婷、王静、郭倩、方梅、方帅、方梅、王静、郭倩、张婷婷、方帅、王静、郭倩、卢秀梅、郭倩、郭倩、方梅、文淑英、方帅、文淑英、方帅、王静、张婷婷、方帅、郭倩、文淑英、方梅、文淑英、王秀梅、方梅、文淑英
AI402,强化学习,2.0,32,专业选修,人工智能学院,,方梅、卢秀梅、王静、方帅、文淑英、方帅、卢秀梅、王静、王静、卢秀梅、文淑英、王静、王静、郭倩、方帅、王静
AI403,生成对抗网络,3.0,48,专业选修,人工智能学院,,张婷婷、郭倩、方帅、王秀梅、王秀梅、方梅、文淑英、王静、方帅、方梅、王静、方梅、张婷婷、郭倩、文淑英、方帅
AI404,多智能体系统,2.0,32,专业选修,人工智能学院,,文淑英、方帅、方梅、卢秀梅、张婷婷、方帅、卢秀梅、王秀梅、方帅、郭倩、卢秀梅、文淑英、方梅、王秀梅、张婷婷、文淑英
CM201,C语言程序设计,2.0,32,学科基础,计算机学院,,梁桂芝、冯小红、冯小红、阎倩、阎倩、梁桂芝、梁桂芝、冯小红、冯小红、阎倩、冯小红、梁桂芝、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、冯小红、梁桂芝、阎倩、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、阎倩、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、冯小红、阎倩、冯小红、梁桂芝、阎倩、冯小红、冯小红、阎倩、阎倩、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、阎倩、梁桂芝、阎倩、冯小红、冯小红、梁桂芝
CM202,C++程序设计基础,3.0,48,学科基础,计算机学院,,冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、阎倩、冯小红、梁桂芝、冯小红、阎倩、冯小红、冯小红、梁桂芝、梁桂芝、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、冯小红、阎倩、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、阎倩、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红
CM203,Python程序设计基础,2.0,32,学科基础,计算机学院,,梁桂芝、阎倩、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、阎倩、冯小红、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、阎倩、阎倩、梁桂芝、冯小红、梁桂芝、梁桂芝、阎倩、冯小红、阎倩、阎倩、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、阎倩、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、阎倩、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、阎倩
CM204,数据结构与算法设计,2.0,32,学科基础,计算机学院,,梁桂芝、冯小红、梁桂芝、阎倩、阎倩、冯小红、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、冯小红、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、冯小红、阎倩、冯小红、梁桂芝、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、阎倩、冯小红、阎倩、冯小红、阎倩、梁桂芝、梁桂芝、阎倩、冯小红、阎倩、冯小红、阎倩、阎倩、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、梁桂芝、冯小红、梁桂芝、冯小红、冯小红、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝
CM205,离散数学,2.0,32,学科基础,计算机学院,,梁桂芝、冯小红、梁桂芝、冯小红、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、阎倩、冯小红、冯小红、阎倩、梁桂芝、冯小红、冯小红、阎倩、阎倩、梁桂芝、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、梁桂芝、阎倩、冯小红、梁桂芝、梁桂芝、阎倩、阎倩、梁桂芝、阎倩、冯小红、冯小红、梁桂芝、阎倩、冯小红、阎倩、冯小红、阎倩、冯小红、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、冯小红、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、冯小红
CM206,计算机组成原理,2.0,32,学科基础,计算机学院,,阎倩、梁桂芝、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、梁桂芝、阎倩、阎倩、梁桂芝、梁桂芝、冯小红、冯小红、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、冯小红、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、阎倩、冯小红、梁桂芝、冯小红、冯小红、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、冯小红、阎倩
CM207,操作系统原理,2.0,32,学科基础,计算机学院,,冯小红、阎倩、梁桂芝、冯小红、阎倩、冯小红、阎倩、冯小红、梁桂芝、阎倩、冯小红、阎倩、阎倩、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、梁桂芝、阎倩、冯小红、阎倩、冯小红、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、阎倩、冯小红、阎倩、冯小红、冯小红、阎倩、冯小红、阎倩、冯小红、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、梁桂芝、冯小红、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝
CM208,数据库系统基础,2.0,32,学科基础,计算机学院,,冯小红、阎倩、冯小红、阎倩、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、阎倩、冯小红、梁桂芝、冯小红、冯小红、阎倩、阎倩、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、冯小红、阎倩、冯小红、阎倩、冯小红、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、阎倩、冯小红、冯小红、阎倩、阎倩、冯小红、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、冯小红
CM209,计算机网络基础,2.0,32,学科基础,计算机学院,,梁桂芝、阎倩、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、阎倩、梁桂芝、阎倩、梁桂芝、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、冯小红、冯小红、阎倩、冯小红、阎倩、阎倩、冯小红、冯小红、阎倩、冯小红、阎倩、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、阎倩、冯小红、冯小红、梁桂芝、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、阎倩、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、冯小红、梁桂芝
CM210,软件工程导论,2.0,32,学科基础,计算机学院,,梁桂芝、冯小红、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、阎倩、阎倩、冯小红、梁桂芝、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、梁桂芝、阎倩、冯小红、阎倩、冯小红、梁桂芝、梁桂芝、冯小红、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、阎倩、阎倩、梁桂芝、阎倩、梁桂芝、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、阎倩
CS201,面向对象程序设计,2.0,32,专业必修,计算机学院,,梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、阎倩、冯小红、梁桂芝、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、阎倩、冯小红
CS202,算法设计与分析,2.0,32,专业必修,计算机学院,,冯小红、梁桂芝、阎倩、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、梁桂芝、冯小红、冯小红、梁桂芝、梁桂芝、冯小红、冯小红、阎倩、阎倩、冯小红、冯小红、阎倩、阎倩、冯小红、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、梁桂芝、梁桂芝、阎倩
CS203,Java程序设计,2.0,32,专业选修,计算机学院,,阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、冯小红、阎倩
CS204,Python高级编程,2.0,32,专业选修,计算机学院,,冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、冯小红、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红
CS205,Linux系统管理,2.0,32,专业选修,计算机学院,,冯小红、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、冯小红、梁桂芝、梁桂芝、阎倩、梁桂芝、阎倩
CS301,数据库系统原理,2.0,32,专业必修,计算机学院,,冯小红、梁桂芝、冯小红、梁桂芝、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、梁桂芝、冯小红、冯小红、阎倩、冯小红、阎倩、阎倩、冯小红、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、阎倩、阎倩、冯小红、阎倩、冯小红、冯小红、阎倩
CS302,操作系统,2.0,32,专业必修,计算机学院,,冯小红、阎倩、梁桂芝、冯小红、冯小红、阎倩、阎倩、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、冯小红、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、阎倩、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红
CS303,编译原理,2.0,32,专业必修,计算机学院,,阎倩、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、冯小红、阎倩、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、阎倩、冯小红、阎倩、冯小红、冯小红、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、阎倩、冯小红、冯小红、阎倩、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、冯小红、梁桂芝、梁桂芝、冯小红
CS304,计算机体系结构,2.0,32,专业必修,计算机学院,,冯小红、阎倩、阎倩、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、梁桂芝、阎倩、阎倩、冯小红、冯小红、阎倩、冯小红、阎倩、阎倩、冯小红、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、梁桂芝、阎倩、冯小红、梁桂芝
CS305,软件测试与质量保证,2.0,32,专业选修,计算机学院,,阎倩、冯小红、阎倩、冯小红、阎倩、冯小红、梁桂芝、阎倩、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、梁桂芝
CS306,Web应用开发,2.0,32,专业选修,计算机学院,,阎倩、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、阎倩、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、梁桂芝、阎倩
CS307,移动互联网开发,2.0,32,专业选修,计算机学院,,阎倩、冯小红、冯小红、梁桂芝、梁桂芝、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、梁桂芝
CS308,分布式系统,2.0,32,专业选修,计算机学院,,冯小红、梁桂芝、冯小红、阎倩、阎倩、冯小红、阎倩、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、冯小红、梁桂芝
CS309,计算机图形学,2.0,32,专业选修,计算机学院,,阎倩、梁桂芝、梁桂芝、冯小红、阎倩、冯小红、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、阎倩、冯小红、梁桂芝
CS310,人机交互,2.0,32,专业选修,计算机学院,,阎倩、梁桂芝、梁桂芝、冯小红、阎倩、冯小红、冯小红、阎倩、冯小红、阎倩、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、冯小红
CS401,人工智能基础,2.0,32,专业选修,计算机学院,,梁桂芝、阎倩、冯小红、梁桂芝、梁桂芝、冯小红、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、阎倩、梁桂芝、阎倩
CS402,大数据处理技术,2.0,32,专业选修,计算机学院,,冯小红、阎倩、冯小红、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝、梁桂芝、阎倩、阎倩、冯小红
CS403,云计算与虚拟化,2.0,32,专业选修,计算机学院,,冯小红、梁桂芝、梁桂芝、阎倩、冯小红、梁桂芝、梁桂芝、冯小红、阎倩、梁桂芝、梁桂芝、阎倩、阎倩、梁桂芝、梁桂芝、冯小红
CS404,区块链技术,2.0,32,专业选修,计算机学院,,梁桂芝、冯小红、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、冯小红、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、阎倩、梁桂芝
CS405,边缘计算,2.0,32,专业选修,计算机学院,,梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、阎倩、冯小红、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、阎倩
CS410,大模型工业应用及实践,2.0,32,通识选修,计算机学院,,阎倩、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、冯小红、梁桂芝、阎倩、梁桂芝、梁桂芝、阎倩、冯小红、梁桂芝、梁桂芝、阎倩、梁桂芝、冯小红、阎倩、梁桂芝、阎倩、梁桂芝、梁桂芝、冯小红、冯小红、阎倩、阎倩、冯小红、阎倩、梁桂芝、阎倩、冯小红、冯小红、阎倩、梁桂芝、冯小红、梁桂芝、冯小红、冯小红、阎倩、梁桂芝、阎倩、冯小红、梁桂芝、梁桂芝、阎倩、冯小红、阎倩
EE201,电路原理,2.0,32,学科基础,电子工程学院,,
EE202,模拟电子技术,2.0,32,学科基础,电子工程学院,,
EE203,数字电子技术,2.0,32,学科基础,电子工程学院,,
EE204,电子测量技术,2.0,32,专业选修,电子工程学院,,
EE205,EDA技术,2.0,32,专业选修,电子工程学院,,
EE301,电磁场与电磁波,2.0,32,专业必修,电子工程学院,,
EE302,数字信号处理,2.0,32,专业必修,电子工程学院,,
EE303,单片机原理与接口技术,2.0,32,专业必修,电子工程学院,,
EE304,嵌入式系统设计,2.0,32,专业选修,电子工程学院,,
EE305,FPGA设计,2.0,32,专业选修,电子工程学院,,
EE306,传感器技术,2.0,32,专业选修,电子工程学院,,
EE401,射频电路设计,2.0,32,专业选修,电子工程学院,,
EE402,集成电路设计基础,2.0,32,专业选修,电子工程学院,,
EE403,功率电子技术,2.0,32,专业选修,电子工程学院,,
EE404,光电子技术,2.0,32,专业选修,电子工程学院,,
EE410,小程序设计与开发,2.0,32,通识选修,电子工程学院,,
EN101,大学英语1,2.0,32,公共必修,外语学院,,赵英、夏春梅、沈莹、张丽、许淑珍、夏春梅、许淑珍、赵英、赵英、夏春梅、梅雷、夏春梅、沈莹、张丽、梅雷、沈莹、沈莹、赵英、张丽、许淑珍、赵英、许淑珍、沈莹、夏春梅、夏春梅、梅雷、赵英、张丽、沈莹、赵英、夏春梅、张丽、赵英、夏春梅、梅雷、沈莹、梅雷、夏春梅、梅雷、赵英、张丽、许淑珍、夏春梅、张丽、沈莹、梅雷、沈莹、梅雷、梅雷、沈莹、许淑珍、梅雷、沈莹、赵英、赵英、夏春梅、张丽、赵英、夏春梅、赵英、赵英、梅雷、许淑珍、梅雷、许淑珍、沈莹、梅雷、赵英、沈莹、夏春梅、张丽、夏春梅、沈莹、张丽、赵英、张丽、沈莹、赵英、夏春梅、张丽、沈莹、梅雷、夏春梅、许淑珍、张丽、梅雷、夏春梅、赵英、许淑珍、梅雷、许淑珍、沈莹、夏春梅、梅雷、夏春梅、许淑珍、张丽、沈莹、沈莹、张丽、张丽、梅雷、沈莹、张丽、沈莹、梅雷、梅雷、沈莹、张丽、梅雷、梅雷、许淑珍
EN102,大学英语2,2.0,32,公共必修,外语学院,,梅雷、夏春梅、许淑珍、张丽、夏春梅、梅雷、许淑珍、张丽、夏春梅、许淑珍、梅雷、夏春梅、夏春梅、许淑珍、沈莹、张丽、张丽、梅雷、张丽、沈莹、梅雷、夏春梅、许淑珍、张丽、梅雷、沈莹、许淑珍、张丽、许淑珍、沈莹、赵英、梅雷、赵英、夏春梅、夏春梅、梅雷、赵英、夏春梅、张丽、赵英、梅雷、夏春梅、沈莹、张丽、张丽、赵英、许淑珍、沈莹、夏春梅、沈莹、张丽、梅雷、许淑珍、夏春梅、张丽、夏春梅、赵英、夏春梅、夏春梅、梅雷、许淑珍、夏春梅、夏春梅、沈莹、梅雷、沈莹、沈莹、夏春梅、沈莹、梅雷、赵英、梅雷、夏春梅、张丽、梅雷、张丽、夏春梅、张丽、梅雷、许淑珍、夏春梅、沈莹、许淑珍、夏春梅、张丽、赵英、赵英、夏春梅、许淑珍、夏春梅、张丽、梅雷、夏春梅、赵英、张丽、沈莹
EN103,大学英语3,2.0,32,公共必修,外语学院,,张丽、赵英、沈莹、梅雷、夏春梅、沈莹、许淑珍、梅雷、沈莹、夏春梅、赵英、许淑珍、沈莹、梅雷、夏春梅、梅雷、许淑珍、梅雷、沈莹、赵英、许淑珍、梅雷、许淑珍、张丽、梅雷、许淑珍、梅雷、夏春梅、赵英、沈莹、梅雷、张丽、夏春梅、张丽、沈莹、夏春梅、张丽、赵英、夏春梅、沈莹、许淑珍、梅雷、赵英、许淑珍、赵英、张丽、梅雷、张丽、沈莹、梅雷、夏春梅、许淑珍、梅雷、赵英、赵英、张丽、夏春梅、许淑珍、许淑珍、张丽、夏春梅、赵英、许淑珍、赵英、许淑珍、梅雷、张丽、梅雷、梅雷、许淑珍、梅雷、夏春梅、夏春梅、梅雷、梅雷、夏春梅、张丽、沈莹、梅雷、张丽、梅雷、夏春梅、梅雷、赵英、赵英、梅雷、梅雷、沈莹、赵英、夏春梅、沈莹、赵英、赵英、张丽、夏春梅、赵英、梅雷、赵英、梅雷、赵英、梅雷、夏春梅、许淑珍、夏春梅、赵英、夏春梅、梅雷、许淑珍、夏春梅、沈莹、张丽、赵英
EN104,大学英语4,2.0,32,公共必修,外语学院,,沈莹、赵英、张丽、赵英、夏春梅、梅雷、夏春梅、许淑珍、赵英、张丽、夏春梅、沈莹、夏春梅、沈莹、张丽、赵英、许淑珍、夏春梅、许淑珍、张丽、许淑珍、张丽、赵英、夏春梅、许淑珍、梅雷、赵英、许淑珍、赵英、张丽、夏春梅、梅雷、张丽、沈莹、张丽、梅雷、许淑珍、沈莹、夏春梅、沈莹、张丽、赵英、张丽、沈莹、张丽、赵英、沈莹、夏春梅、赵英、夏春梅、许淑珍、夏春梅、梅雷、赵英、梅雷、张丽、张丽、梅雷、张丽、夏春梅、许淑珍、沈莹、许淑珍、张丽、沈莹、张丽、夏春梅、梅雷、梅雷、沈莹、赵英、夏春梅、夏春梅、梅雷、梅雷、沈莹、夏春梅、沈莹、张丽、夏春梅、夏春梅、梅雷、夏春梅、沈莹、沈莹、张丽、梅雷、张丽、许淑珍、张丽、梅雷、赵英、张丽、赵英、夏春梅、张丽
