student_id,name,password,gender,birth_date,major,major_id,college_code,grade,class_name,enrollment_date,status,email,phone,created_at,updated_at
2022012008,柳坤,$2b$12$6EZFQwqL4UFkRxZwZ95hw.TU54YQOyXeNHh8d3QzUmm70ylYBqA7y,女,2003-06-05,软件工程,2,2021001,2022,2022001001,2022-09-01,active,2022012008@bupt.edu.cn,16938266437,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012011,刘婷,$2b$12$KVc/0CniQ8.8zj/KOtYZbeW8zUyAnRywmvBDBbdNje4HwDlrBhkDm,女,2003-10-08,软件工程,2,2021001,2022,2022001002,2022-09-01,active,2022012011@bupt.edu.cn,17755222014,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012014,姚秀云,$2b$12$OgAbxhFN3Yn8aPsFxM0Tt.FX9X2qm8bk15oBmXEpVKvPC6wFXUjoO,女,2003-05-31,软件工程,2,2021001,2022,2022001002,2022-09-01,active,2022012014@bupt.edu.cn,13248198131,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012017,聂敏,$2b$12$2qTZ.ni2pdiVIssGHZ/rEOckTsfXDFobIb1Hw54BdvI1.946IzdLW,女,2004-06-29,软件工程,2,2021001,2022,2022001002,2022-09-01,active,2022012017@bupt.edu.cn,17420639878,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012020,彭萍,$2b$12$haSrAkTIHyqzbVyQFK.Yt.18m58czX9jtn3xlPecQcYWCQpPA97lW,男,2005-10-22,软件工程,2,2021001,2022,2022001002,2022-09-01,active,2022012020@bupt.edu.cn,13978063274,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012023,李小红,$2b$12$h6oy6uNhVRCsyQzLN6ViHOMdV2f8KdGXoU8rqmt6JbsYQ/CVpJt1q,女,2003-06-24,软件工程,2,2021001,2022,2022001003,2022-09-01,active,2022012023@bupt.edu.cn,17842400720,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012026,纪勇,$2b$12$MFX1ttFO3sqWb2oeLYXbue4Vo9uEnUMATgy3ntEEwWGBcKFRsZYWG,男,2002-09-26,软件工程,2,2021001,2022,2022001003,2022-09-01,active,2022012026@bupt.edu.cn,16422789493,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012029,潘秀梅,$2b$12$uCMrf6X9rITu6N5zunDEuO7K649fdeSmrY0LKCNEQyJnQmBWB34lS,男,2002-09-14,软件工程,2,2021001,2022,2022001003,2022-09-01,active,2022012029@bupt.edu.cn,18225623235,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012032,孙秀荣,$2b$12$V2n1DrZ5UxYXSQ1MGGzXd.H5fQtcUdbF3NzfKNc8RQRFgml6ZqRzm,男,2004-04-26,软件工程,2,2021001,2022,2022001004,2022-09-01,active,2022012032@bupt.edu.cn,15452467763,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012035,王淑兰,$2b$12$uztbf13zmhx8iqGyvQMGveesBA9fuXMZtpOaFoforsJSfs.Hj5OW2,女,2004-12-19,软件工程,2,2021001,2022,2022001004,2022-09-01,active,2022012035@bupt.edu.cn,18112039812,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012038,姚瑞,$2b$12$nLPyZ70vhJja/B6MKzOKLeBSg3j66ChcWaDzuzo1xs.MzoXXYZY8e,男,2003-04-01,软件工程,2,2021001,2022,2022001004,2022-09-01,active,2022012038@bupt.edu.cn,13298066030,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012041,梁旭,$2b$12$zSsCOT629g.ame0kDv0XDOHf8LMrN9Ren9PyhqSLFLRSqHTgv/ugG,男,2004-11-02,软件工程,2,2021001,2022,2022001005,2022-09-01,active,2022012041@bupt.edu.cn,17872477261,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012044,赵玉梅,$2b$12$lFLFl5jwT9UBQqUWO0dwBe1bSivHZuexsum8.PMhLYHesANjI1SaO,女,2004-09-05,软件工程,2,2021001,2022,2022001005,2022-09-01,active,2022012044@bupt.edu.cn,17103136123,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012047,唐波,$2b$12$TqixjrCoDzBIvhxUNPB.L.Uar8oRxpkQpwL95otE7k7DbYh/XzShO,女,2003-03-21,软件工程,2,2021001,2022,2022001005,2022-09-01,active,2022012047@bupt.edu.cn,14693595477,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012050,郑兰英,$2b$12$BcsEwlDX4mh6Yz6NxtmQY.BY6iJGUQrfQu/0mlBxLu69ClfjGBhzK,男,2004-07-07,软件工程,2,2021001,2022,2022001005,2022-09-01,active,2022012050@bupt.edu.cn,13331830658,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012053,杨俊,$2b$12$KMVmdlY5ZY1UQKG2SCRQ0.Vt/tDVtt2SdrPf9RUvTUZu1bxnBTcKi,男,2002-12-21,软件工程,2,2021001,2022,2022001006,2022-09-01,active,2022012053@bupt.edu.cn,19860130290,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012056,何玉华,$2b$12$4G4zfrHIMSVfxzJ8ZUOKZupUNROY59IjprfsffuEHmYUX0LfE6/Z6,女,2001-02-04,软件工程,2,2021001,2022,2022001006,2022-09-01,active,2022012056@bupt.edu.cn,13363818520,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012059,方秀兰,$2b$12$mEH5bFM4wG7fUm.4.078uO3W0BmaI4.Qs79TDRhbAx4wTqHKC7bN.,女,2004-11-23,软件工程,2,2021001,2022,2022001006,2022-09-01,active,2022012059@bupt.edu.cn,13023421648,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012062,郭涛,$2b$12$1JYX1okbCjYsDAlve1JlPuYPNbc7JQZiojYvSc7IqEIZEoaeCGTAi,女,2004-06-10,软件工程,2,2021001,2022,2022001007,2022-09-01,active,2022012062@bupt.edu.cn,14973484011,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012065,陈凤兰,$2b$12$G5fg6Bj/z/cNgZ/qy8zcuum7RsrPCjd2AmwAdJFQF3825415nysOy,女,2004-07-16,软件工程,2,2021001,2022,2022001007,2022-09-01,active,2022012065@bupt.edu.cn,14868326795,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012068,张丽丽,$2b$12$9600l1bDh4trdxXTlcA51./um5PtG2jAIVNkkFZExAYdwjxrJbAge,女,2003-08-09,软件工程,2,2021001,2022,2022001007,2022-09-01,active,2022012068@bupt.edu.cn,13288128012,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012071,秦志强,$2b$12$vUrrSaUINiUKFvQ23/p.oufW/0d0SPheKlNT.Kp1aG.6gmg8JZuW6,男,2004-07-29,软件工程,2,2021001,2022,2022001008,2022-09-01,active,2022012071@bupt.edu.cn,18760629343,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012074,陈浩,$2b$12$oWA4TeI7F3HfJLHc.g7u8OyEFaBBNrbgQJnHio1VoIU2NZ0LG5mXa,女,2002-02-04,软件工程,2,2021001,2022,2022001008,2022-09-01,active,2022012074@bupt.edu.cn,13050452869,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012077,黄萍,$2b$12$6xD6DgaeHQS5C4o7HCpAk.0Ii8qEJLgiKs5DAkyYI6HtP0odikP6q,男,2003-09-24,软件工程,2,2021001,2022,2022001008,2022-09-01,active,2022012077@bupt.edu.cn,19180208291,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012080,周娜,$2b$12$Hj1b3nOIZH9cvDhJAZAsXO6cJ2hEXIhZvP8xx9ExcYZPvdN/NPqB6,男,2003-03-22,软件工程,2,2021001,2022,2022001008,2022-09-01,active,2022012080@bupt.edu.cn,17049861112,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012083,李强,$2b$12$U408NJcqMzrMhTKPCoWqdOERMrQnNi0Mrjtooz1.hcgxE0bpzjqda,男,2002-10-12,软件工程,2,2021001,2022,2022001009,2022-09-01,active,2022012083@bupt.edu.cn,14090830098,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012086,黄利,$2b$12$6FkPyLwOF/qJSDi2vzgxeOluE2ZXAVQKqJt7kMbixZlDyWL/A0du2,女,2002-06-30,软件工程,2,2021001,2022,2022001009,2022-09-01,active,2022012086@bupt.edu.cn,19135312346,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012089,曹岩,$2b$12$hEfFax.9eqsxBPV5ETro/eiHbJTLoas2avjLZbE9UCyF0Q..sUTU2,女,2001-09-24,软件工程,2,2021001,2022,2022001009,2022-09-01,active,2022012089@bupt.edu.cn,15143501466,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012092,刘梅,$2b$12$tCc83yh2ZkCJtQVsPaBf5O/P7NUO6lMwUlIelT1wOUBhuxyUyDXe.,男,2001-12-15,软件工程,2,2021001,2022,2022001010,2022-09-01,active,2022012092@bupt.edu.cn,18356372576,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012095,詹利,$2b$12$FOHe2xVxNcYDB25H4.VpRO2hOSRROFDJP0e206vw0/y/6meY5mLce,男,2004-04-04,软件工程,2,2021001,2022,2022001010,2022-09-01,active,2022012095@bupt.edu.cn,16033720928,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012098,江萍,$2b$12$9InxahuvIHB093LPZoElqekBvIa97z55Z1NHJKqUBXr.qesqeCBEa,女,2001-06-23,软件工程,2,2021001,2022,2022001010,2022-09-01,active,2022012098@bupt.edu.cn,18921672980,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012101,倪欢,$2b$12$Zu7TXXvGzivujRKAOgLw4.L.0oBFfMb/w507k.GbNb9wuDK6Po9ES,男,2003-10-01,软件工程,2,2021001,2022,2022001011,2022-09-01,active,2022012101@bupt.edu.cn,16365601599,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012104,郑浩,$2b$12$r6d834isnNHU6Ced0Uayou.ET.avfZfF75W6HhX2NbXb0keb6q2VK,男,2004-09-01,软件工程,2,2021001,2022,2022001011,2022-09-01,active,2022012104@bupt.edu.cn,14698782811,2025-12-09 17:38:45,2025-12-09 17:38:45
2022012107,王淑珍,$2b$12$2iou/ZXQEubJ00X.dY6DbuoKD.DpvAGtGlj3kQO97jMfzqtEbMP9C,男,2002-11-05,软件工程,2,2021001,2022,2022001011,2022-09-01,active,2022012107@bupt.edu.cn,16865716604,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013003,张柳,$2b$12$/tVuf26DLxgKAF6pjr0pleC1alb9BzW7XapuHWnDgfNukVslXJVWq,女,2004-05-02,数据科学与大数据技术,3,2021001,2022,2022001001,2022-09-01,active,2022013003@bupt.edu.cn,13412083869,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013006,罗斌,$2b$12$t1hRZLQWPoSKP4nMikKXguAWSBM3TkmqxaLXrdZcGfg5467mUmiPG,男,2004-03-04,数据科学与大数据技术,3,2021001,2022,2022001001,2022-09-01,active,2022013006@bupt.edu.cn,14931808889,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013009,贺帅,$2b$12$IR5eQ/UDumHaAjqI8P417OYrKhhPfbEMvtZT3NvZz.rUYFEHGH23m,女,2004-03-09,数据科学与大数据技术,3,2021001,2022,2022001001,2022-09-01,active,2022013009@bupt.edu.cn,19020678276,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013012,喻杨,$2b$12$gcZdoQcloNp6r4oVlEQLFe2o9EBBC9nGsG0UPf9Q8xe4TvfT1pws2,女,2001-11-12,数据科学与大数据技术,3,2021001,2022,2022001002,2022-09-01,active,2022013012@bupt.edu.cn,17260341637,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013015,何丽,$2b$12$NOTAlyxrkFeFkQITv87IVu8XZP9hCBNGV5TKGmlyBUsIAM9X6echC,女,2002-02-14,数据科学与大数据技术,3,2021001,2022,2022001002,2022-09-01,active,2022013015@bupt.edu.cn,13240921086,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013018,陈建华,$2b$12$IB7EX90oGp.Mgxr36.fTPuc0hdhKZOL5JqC27wu.AL7eNXwTqT3wC,男,2003-01-23,数据科学与大数据技术,3,2021001,2022,2022001002,2022-09-01,active,2022013018@bupt.edu.cn,16946531297,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013021,姜淑珍,$2b$12$wEWE85iARafivH5jgS2p5.SSCBqRPezcxz8Y46vGUN5ZoRF3WXYFq,男,2002-04-01,数据科学与大数据技术,3,2021001,2022,2022001003,2022-09-01,active,2022013021@bupt.edu.cn,14267330151,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013024,徐莉,$2b$12$UfuArvu9wGDKdlYjhxQGb.R5pjp0JFco3Vc6jCT5/HzBjNCtF5jQW,女,2003-04-06,数据科学与大数据技术,3,2021001,2022,2022001003,2022-09-01,active,2022013024@bupt.edu.cn,13369331737,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013027,周浩,$2b$12$BCK/Feb/iU8iVkVuMIhLvuFFKguxlwZEW17kiSMDofpfKfO4u8Dh.,男,2002-08-04,数据科学与大数据技术,3,2021001,2022,2022001003,2022-09-01,active,2022013027@bupt.edu.cn,15425585057,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013030,孙涛,$2b$12$nUGHN2r0vZ5hXgUwqprr/uTyFaIk8PQqQ.Rmn/UCatuddKHLhGNlC,男,2003-01-17,数据科学与大数据技术,3,2021001,2022,2022001003,2022-09-01,active,2022013030@bupt.edu.cn,14820016925,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013033,杨建平,$2b$12$m.x61ReKtxWVJ/RiMlvufe7TGRLmnXGYiAyHA9IsqzGZ5P63C46ja,女,2004-11-27,数据科学与大数据技术,3,2021001,2022,2022001004,2022-09-01,active,2022013033@bupt.edu.cn,16804912262,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013036,刘宁,$2b$12$/HHgUo4Ipe5e6mTCi8dmLuf5PNIdGKlimotAs9QNLnvckZc8CYldu,女,2003-05-09,数据科学与大数据技术,3,2021001,2022,2022001004,2022-09-01,active,2022013036@bupt.edu.cn,16261962683,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013039,蔡玉华,$2b$12$AqyjqY2wDJqa114UKth/N.NAxwLsSzm.oz2CTaJsb.9RxYhXMQqYi,男,2004-10-14,数据科学与大数据技术,3,2021001,2022,2022001004,2022-09-01,active,2022013039@bupt.edu.cn,14205412831,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013042,吴文,$2b$12$Tt/eygukQW2tKSVhVTtAvOQTE0IJr0Y2.UsT2dNRPHD89t4l8lmCe,男,2005-08-27,数据科学与大数据技术,3,2021001,2022,2022001005,2022-09-01,active,2022013042@bupt.edu.cn,18259264758,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013045,张涛,$2b$12$kQDpV.XUSqERDy05SdZCoelOWYvVEuTLQlYxcQq8sMrEKx3ZCGjvS,男,2003-09-08,数据科学与大数据技术,3,2021001,2022,2022001005,2022-09-01,active,2022013045@bupt.edu.cn,16653144066,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013048,徐林,$2b$12$p/NDzproi6iI501GMpr.yOQral1HkMsfMTFM9AwlzBwa5QEq.CPg2,女,2002-11-08,数据科学与大数据技术,3,2021001,2022,2022001005,2022-09-01,active,2022013048@bupt.edu.cn,13210512809,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013051,孟晨,$2b$12$FeK1hIuKEdkWrcFT5W0Q2ueHqezy9qiRzrYwO/OBgm/mqrZb1Ft8K,男,2002-02-13,数据科学与大数据技术,3,2021001,2022,2022001006,2022-09-01,active,2022013051@bupt.edu.cn,13282040358,2025-12-09 17:38:45,2025-12-09 17:38:45
2022013054,高健,$2b$12$ZA3IGlcJOcocSOab5rFYzeX9UYvnvOKmaCPneMnj2i3Wbc2zFCAxm,男,2003-09-05,数据科学与大数据技术,3,2021001,2022,2022001006,2022-09-01,active,2022013054@bupt.edu.cn,14024693480,2025-12-09 17:38:45,2025-12-09 17:38:45
